idx,sensor_id,measured_at,temperature,humidity
21,1,2025-05-07 09:47:32,21,43
22,2,2025-05-07 09:47:32,20,30
23,1,2025-05-07 09:47:33,21,43
24,2,2025-05-07 09:47:33,20,30
25,1,2025-05-07 09:47:34,21,43
26,2,2025-05-07 09:47:34,20,30
27,1,2025-05-07 09:47:35,21,43
28,2,2025-05-07 09:47:35,20,30
29,1,2025-05-07 09:47:36,21,43
30,2,2025-05-07 09:47:36,20,30
31,1,2025-05-07 09:47:37,21,43
32,2,2025-05-07 09:47:37,20,30
33,1,2025-05-07 09:47:38,21,43
34,2,2025-05-07 09:47:38,20,30
35,1,2025-05-07 09:47:39,21,43
36,2,2025-05-07 09:47:39,20,30
37,1,2025-05-07 09:47:40,21,43
38,2,2025-05-07 09:47:40,21,30
39,1,2025-05-07 09:47:41,21,43
40,2,2025-05-07 09:47:41,20,30
