idx,sensor_id,measured_at,temperature,humidity
81,1,2025-04-29 19:20:00,23,36
82,2,2025-04-29 19:20:00,23,19
83,1,2025-04-29 19:20:01,23,36
84,2,2025-04-29 19:20:01,23,19
85,1,2025-04-29 19:20:02,23,36
86,2,2025-04-29 19:20:02,23,19
87,1,2025-04-29 19:20:03,23,36
88,2,2025-04-29 19:20:03,23,19
89,1,2025-04-29 19:20:04,23,36
90,2,2025-04-29 19:20:04,23,19
91,1,2025-04-29 19:20:05,23,36
92,2,2025-04-29 19:20:05,23,19
93,1,2025-04-29 19:20:06,23,36
94,2,2025-04-29 19:20:06,23,19
95,1,2025-04-29 19:20:07,23,36
96,2,2025-04-29 19:20:07,23,19
97,1,2025-04-29 19:20:08,23,36
98,2,2025-04-29 19:20:08,23,19
99,1,2025-04-29 19:20:09,23,36
100,2,2025-04-29 19:20:09,23,19
