idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-27 17:56:20,23,20
2,2,2025-04-27 17:56:20,24,39
3,1,2025-04-27 17:56:21,23,20
4,2,2025-04-27 17:56:21,24,39
5,1,2025-04-27 17:56:22,23,20
6,2,2025-04-27 17:56:22,24,39
7,1,2025-04-27 17:56:23,23,20
8,2,2025-04-27 17:56:23,24,39
9,1,2025-04-27 17:56:24,23,20
10,2,2025-04-27 17:56:24,24,39
11,1,2025-04-27 17:56:25,23,20
12,2,2025-04-27 17:56:25,24,39
13,1,2025-04-27 17:56:26,23,20
14,2,2025-04-27 17:56:26,24,39
15,1,2025-04-27 17:56:27,23,20
16,2,2025-04-27 17:56:27,24,39
17,1,2025-04-27 17:56:28,23,20
18,2,2025-04-27 17:56:28,24,39
19,1,2025-04-27 17:56:29,23,20
20,2,2025-04-27 17:56:29,24,39
