idx,sensor_id,measured_at,temperature,humidity
21,1,2025-04-29 17:42:17,24,36
22,2,2025-04-29 17:42:17,23,21
23,1,2025-04-29 17:42:18,24,36
24,2,2025-04-29 17:42:18,23,21
25,1,2025-04-29 17:42:19,24,36
26,2,2025-04-29 17:42:19,23,21
27,1,2025-04-29 17:42:20,24,36
28,2,2025-04-29 17:42:20,23,21
29,1,2025-04-29 17:42:21,24,36
30,2,2025-04-29 17:42:21,23,21
31,1,2025-04-29 17:42:22,24,36
32,2,2025-04-29 17:42:22,23,21
33,1,2025-04-29 17:42:23,24,36
34,2,2025-04-29 17:42:23,23,21
35,1,2025-04-29 17:42:24,24,36
36,2,2025-04-29 17:42:24,23,21
37,1,2025-04-29 17:42:25,24,36
38,2,2025-04-29 17:42:25,23,21
39,1,2025-04-29 17:42:26,24,36
40,2,2025-04-29 17:42:26,23,21
