idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-29 18:08:30,24,36
2,2,2025-04-29 18:08:30,23,19
3,1,2025-04-29 18:08:31,24,36
4,2,2025-04-29 18:08:31,23,19
5,1,2025-04-29 18:08:32,24,36
6,2,2025-04-29 18:08:32,23,19
7,1,2025-04-29 18:08:33,24,36
8,2,2025-04-29 18:08:33,23,19
9,1,2025-04-29 18:08:34,24,36
10,2,2025-04-29 18:08:34,23,19
11,1,2025-04-29 18:08:35,24,36
12,2,2025-04-29 18:08:35,23,19
13,1,2025-04-29 18:08:36,24,36
14,2,2025-04-29 18:08:36,23,19
15,1,2025-04-29 18:08:37,24,36
16,2,2025-04-29 18:08:37,23,19
17,1,2025-04-29 18:08:38,24,36
18,2,2025-04-29 18:08:38,23,19
19,1,2025-04-29 18:08:39,24,36
20,2,2025-04-29 18:08:39,23,19
