idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-29 17:53:23,24,36
2,2,2025-04-29 17:53:23,23,20
3,1,2025-04-29 17:53:24,24,36
4,2,2025-04-29 17:53:24,23,20
5,1,2025-04-29 17:53:25,24,36
6,2,2025-04-29 17:53:25,23,20
7,1,2025-04-29 17:53:26,24,36
8,2,2025-04-29 17:53:26,23,20
9,1,2025-04-29 17:53:27,24,36
10,2,2025-04-29 17:53:27,23,20
11,1,2025-04-29 17:53:28,24,36
12,2,2025-04-29 17:53:28,23,20
13,1,2025-04-29 17:53:29,24,36
14,2,2025-04-29 17:53:29,23,20
15,1,2025-04-29 17:53:30,24,36
16,2,2025-04-29 17:53:30,23,20
17,1,2025-04-29 17:53:31,24,36
18,2,2025-04-29 17:53:31,23,20
19,1,2025-04-29 17:53:32,24,36
20,2,2025-04-29 17:53:32,23,20
