idx,sensor_id,measured_at,temperature,humidity
21,1,2025-04-29 19:19:29,23,36
22,2,2025-04-29 19:19:29,23,19
23,1,2025-04-29 19:19:30,23,36
24,2,2025-04-29 19:19:30,23,19
25,1,2025-04-29 19:19:31,23,36
26,2,2025-04-29 19:19:31,23,19
27,1,2025-04-29 19:19:32,23,36
28,2,2025-04-29 19:19:32,23,19
29,1,2025-04-29 19:19:33,23,36
30,2,2025-04-29 19:19:33,23,19
31,1,2025-04-29 19:19:34,23,36
32,2,2025-04-29 19:19:34,23,19
33,1,2025-04-29 19:19:35,23,36
34,2,2025-04-29 19:19:35,23,19
35,1,2025-04-29 19:19:36,23,36
36,2,2025-04-29 19:19:36,23,19
37,1,2025-04-29 19:19:37,23,36
38,2,2025-04-29 19:19:37,23,19
39,1,2025-04-29 19:19:38,23,36
40,2,2025-04-29 19:19:38,23,19
