idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-29 18:03:56,24,36
2,2,2025-04-29 18:03:56,23,19
3,1,2025-04-29 18:03:57,24,36
4,2,2025-04-29 18:03:57,23,19
5,1,2025-04-29 18:03:58,24,36
6,2,2025-04-29 18:03:58,23,19
7,1,2025-04-29 18:03:59,24,36
8,2,2025-04-29 18:03:59,23,19
9,1,2025-04-29 18:04:00,24,36
10,2,2025-04-29 18:04:00,23,19
11,1,2025-04-29 18:04:01,24,36
12,2,2025-04-29 18:04:01,23,19
13,1,2025-04-29 18:04:02,24,36
14,2,2025-04-29 18:04:02,23,19
15,1,2025-04-29 18:04:03,24,36
16,2,2025-04-29 18:04:03,23,19
17,1,2025-04-29 18:04:04,24,36
18,2,2025-04-29 18:04:04,23,19
19,1,2025-04-29 18:04:05,24,36
20,2,2025-04-29 18:04:05,23,19
