idx,sensor_id,measured_at,temperature,humidity
41,1,2025-04-29 19:19:39,23,36
42,2,2025-04-29 19:19:39,23,19
43,1,2025-04-29 19:19:41,23,36
44,2,2025-04-29 19:19:41,23,19
45,1,2025-04-29 19:19:42,23,36
46,2,2025-04-29 19:19:42,23,19
47,1,2025-04-29 19:19:43,23,36
48,2,2025-04-29 19:19:43,23,19
49,1,2025-04-29 19:19:44,23,36
50,2,2025-04-29 19:19:44,23,19
51,1,2025-04-29 19:19:45,23,36
52,2,2025-04-29 19:19:45,23,19
53,1,2025-04-29 19:19:46,23,36
54,2,2025-04-29 19:19:46,23,19
55,1,2025-04-29 19:19:47,23,36
56,2,2025-04-29 19:19:47,23,19
57,1,2025-04-29 19:19:48,23,36
58,2,2025-04-29 19:19:48,23,19
59,1,2025-04-29 19:19:49,23,36
60,2,2025-04-29 19:19:49,23,19
