idx,sensor_id,measured_at,temperature,humidity
6001,1,2025-04-30 13:10:04,24,23
6002,2,2025-04-30 13:10:04,24,20
6003,1,2025-04-30 13:10:05,24,23
6004,2,2025-04-30 13:10:05,24,20
6005,1,2025-04-30 13:10:06,24,23
6006,2,2025-04-30 13:10:06,24,20
6007,1,2025-04-30 13:10:07,24,23
6008,2,2025-04-30 13:10:07,24,20
6009,1,2025-04-30 13:10:08,24,23
6010,2,2025-04-30 13:10:08,24,20
6011,1,2025-04-30 13:10:09,24,23
6012,2,2025-04-30 13:10:09,24,20
6013,1,2025-04-30 13:10:10,24,23
6014,2,2025-04-30 13:10:10,24,20
6015,1,2025-04-30 13:10:11,24,23
6016,2,2025-04-30 13:10:11,24,20
6017,1,2025-04-30 13:10:12,24,23
6018,2,2025-04-30 13:10:12,24,20
6019,1,2025-04-30 13:10:13,24,23
6020,2,2025-04-30 13:10:13,24,20
6021,1,2025-04-30 13:10:14,24,23
6022,2,2025-04-30 13:10:14,24,20
6023,1,2025-04-30 13:10:15,24,23
6024,2,2025-04-30 13:10:15,24,20
6025,1,2025-04-30 13:10:16,24,23
6026,2,2025-04-30 13:10:16,24,20
6027,1,2025-04-30 13:10:17,24,23
6028,2,2025-04-30 13:10:17,24,20
6029,1,2025-04-30 13:10:18,24,23
6030,2,2025-04-30 13:10:18,24,20
6031,1,2025-04-30 13:10:19,24,23
6032,2,2025-04-30 13:10:19,24,20
6033,1,2025-04-30 13:10:20,24,23
6034,2,2025-04-30 13:10:20,24,20
6035,1,2025-04-30 13:10:21,24,23
6036,2,2025-04-30 13:10:21,8,20
6037,1,2025-04-30 13:10:22,24,23
6038,2,2025-04-30 13:10:22,24,20
6039,1,2025-04-30 13:10:23,24,23
6040,2,2025-04-30 13:10:23,24,20
6041,1,2025-04-30 13:10:24,24,23
6042,2,2025-04-30 13:10:24,24,20
6043,1,2025-04-30 13:10:25,24,23
6044,2,2025-04-30 13:10:25,24,20
6045,1,2025-04-30 13:10:26,24,23
6046,2,2025-04-30 13:10:26,24,20
6047,1,2025-04-30 13:10:27,24,23
6048,2,2025-04-30 13:10:27,24,20
6049,1,2025-04-30 13:10:28,24,23
6050,2,2025-04-30 13:10:28,24,20
6051,1,2025-04-30 13:10:29,24,23
6052,2,2025-04-30 13:10:29,24,20
6053,1,2025-04-30 13:10:30,24,23
6054,2,2025-04-30 13:10:30,24,20
6055,1,2025-04-30 13:10:31,24,23
6056,2,2025-04-30 13:10:31,24,20
6057,1,2025-04-30 13:10:32,24,23
6058,2,2025-04-30 13:10:32,24,20
6059,1,2025-04-30 13:10:33,24,23
6060,2,2025-04-30 13:10:33,24,20
6061,1,2025-04-30 13:10:34,24,23
6062,2,2025-04-30 13:10:34,24,20
6063,1,2025-04-30 13:10:35,24,23
6064,2,2025-04-30 13:10:35,24,20
