idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-29 19:16:00,23,36
2,2,2025-04-29 19:16:00,23,19
3,1,2025-04-29 19:16:01,23,36
4,2,2025-04-29 19:16:01,23,19
5,1,2025-04-29 19:16:02,23,36
6,2,2025-04-29 19:16:02,23,19
7,1,2025-04-29 19:16:03,23,36
8,2,2025-04-29 19:16:03,23,19
9,1,2025-04-29 19:16:04,23,36
10,2,2025-04-29 19:16:04,23,19
11,1,2025-04-29 19:16:05,23,36
12,2,2025-04-29 19:16:05,23,19
13,1,2025-04-29 19:16:06,23,36
14,2,2025-04-29 19:16:06,23,19
15,1,2025-04-29 19:16:07,23,36
16,2,2025-04-29 19:16:07,23,19
17,1,2025-04-29 19:16:08,23,36
18,2,2025-04-29 19:16:08,23,19
19,1,2025-04-29 19:16:09,23,36
20,2,2025-04-29 19:16:09,23,19
