idx,sensor_id,measured_at,temperature,humidity
1,1,2025-05-07 09:47:22,21,43
2,2,2025-05-07 09:47:22,20,29
3,1,2025-05-07 09:47:23,21,43
4,2,2025-05-07 09:47:23,20,30
5,1,2025-05-07 09:47:24,21,43
6,2,2025-05-07 09:47:24,20,30
7,1,2025-05-07 09:47:25,21,43
8,2,2025-05-07 09:47:25,20,30
9,1,2025-05-07 09:47:26,21,43
10,2,2025-05-07 09:47:26,20,30
11,1,2025-05-07 09:47:27,21,43
12,2,2025-05-07 09:47:27,20,30
13,1,2025-05-07 09:47:28,17,43
14,2,2025-05-07 09:47:28,20,30
15,1,2025-05-07 09:47:29,21,43
16,2,2025-05-07 09:47:29,20,30
17,1,2025-05-07 09:47:30,21,43
18,2,2025-05-07 09:47:30,20,30
19,1,2025-05-07 09:47:31,21,43
20,2,2025-05-07 09:47:31,20,30
