idx,sensor_id,measured_at,temperature,humidity
8001,1,2025-04-30 13:26:53,25,21
8002,2,2025-04-30 13:26:53,24,20
8003,1,2025-04-30 13:26:54,25,21
8004,2,2025-04-30 13:26:54,24,20
8005,1,2025-04-30 13:26:55,25,21
8006,2,2025-04-30 13:26:55,24,20
8007,1,2025-04-30 13:26:56,25,21
8008,2,2025-04-30 13:26:56,24,20
8009,1,2025-04-30 13:26:57,25,21
8010,2,2025-04-30 13:26:57,24,20
8011,1,2025-04-30 13:26:58,25,21
8012,2,2025-04-30 13:26:58,24,20
8013,1,2025-04-30 13:26:59,25,21
8014,2,2025-04-30 13:26:59,24,20
8015,1,2025-04-30 13:27:00,25,21
8016,2,2025-04-30 13:27:00,24,20
8017,1,2025-04-30 13:27:01,25,21
8018,2,2025-04-30 13:27:01,24,20
8019,1,2025-04-30 13:27:02,25,21
8020,2,2025-04-30 13:27:02,24,20
8021,1,2025-04-30 13:27:03,25,20
8022,2,2025-04-30 13:27:03,24,20
8023,1,2025-04-30 13:27:04,25,20
8024,2,2025-04-30 13:27:04,24,20
8025,1,2025-04-30 13:27:06,25,21
8026,2,2025-04-30 13:27:06,24,20
8027,1,2025-04-30 13:27:07,25,20
8028,2,2025-04-30 13:27:07,24,20
8029,1,2025-04-30 13:27:08,25,20
8030,2,2025-04-30 13:27:08,24,20
8031,1,2025-04-30 13:27:09,25,21
8032,2,2025-04-30 13:27:09,24,20
8033,1,2025-04-30 13:27:10,25,21
8034,2,2025-04-30 13:27:10,24,20
8035,1,2025-04-30 13:27:11,25,20
8036,2,2025-04-30 13:27:11,24,20
8037,1,2025-04-30 13:27:12,25,20
8038,2,2025-04-30 13:27:12,24,20
8039,1,2025-04-30 13:27:13,25,20
8040,2,2025-04-30 13:27:13,24,20
8041,1,2025-04-30 13:27:14,25,21
8042,2,2025-04-30 13:27:14,24,20
8043,1,2025-04-30 13:27:15,25,20
8044,2,2025-04-30 13:27:15,24,20
8045,1,2025-04-30 13:27:16,25,20
8046,2,2025-04-30 13:27:16,24,20
8047,1,2025-04-30 13:27:17,25,20
8048,2,2025-04-30 13:27:17,24,20
8049,1,2025-04-30 13:27:18,25,20
8050,2,2025-04-30 13:27:18,24,20
8051,1,2025-04-30 13:27:19,25,20
8052,2,2025-04-30 13:27:19,24,20
8053,1,2025-04-30 13:27:20,25,20
8054,2,2025-04-30 13:27:20,24,20
8055,1,2025-04-30 13:27:21,25,20
8056,2,2025-04-30 13:27:21,24,20
8057,1,2025-04-30 13:27:22,25,20
8058,2,2025-04-30 13:27:22,24,20
8059,1,2025-04-30 13:27:23,25,20
8060,2,2025-04-30 13:27:23,24,20
8061,1,2025-04-30 13:27:24,25,20
8062,2,2025-04-30 13:27:24,24,20
8063,1,2025-04-30 13:27:25,25,20
8064,2,2025-04-30 13:27:25,24,20
8065,1,2025-04-30 13:27:26,25,21
8066,2,2025-04-30 13:27:26,24,20
8067,1,2025-04-30 13:27:27,25,21
8068,2,2025-04-30 13:27:27,24,20
8069,1,2025-04-30 13:27:28,25,21
8070,2,2025-04-30 13:27:28,24,20
8071,1,2025-04-30 13:27:29,25,21
8072,2,2025-04-30 13:27:29,24,20
8073,1,2025-04-30 13:27:30,25,21
8074,2,2025-04-30 13:27:30,24,20
8075,1,2025-04-30 13:27:31,25,21
8076,2,2025-04-30 13:27:31,24,20
8077,1,2025-04-30 13:27:32,25,21
8078,2,2025-04-30 13:27:32,24,20
8079,1,2025-04-30 13:27:33,25,21
8080,2,2025-04-30 13:27:33,24,20
8081,1,2025-04-30 13:27:34,25,21
8082,2,2025-04-30 13:27:34,24,20
8083,1,2025-04-30 13:27:35,25,21
8084,2,2025-04-30 13:27:35,24,20
8085,1,2025-04-30 13:27:36,25,21
8086,2,2025-04-30 13:27:36,24,20
8087,1,2025-04-30 13:27:37,25,21
8088,2,2025-04-30 13:27:37,24,20
8089,1,2025-04-30 13:27:38,25,21
8090,2,2025-04-30 13:27:38,24,20
8091,1,2025-04-30 13:27:39,25,22
8092,2,2025-04-30 13:27:39,24,20
8093,1,2025-04-30 13:27:40,25,22
8094,2,2025-04-30 13:27:40,24,20
8095,1,2025-04-30 13:27:41,25,22
8096,2,2025-04-30 13:27:41,24,20
8097,1,2025-04-30 13:27:42,25,22
8098,2,2025-04-30 13:27:42,24,20
8099,1,2025-04-30 13:27:43,25,22
8100,2,2025-04-30 13:27:43,24,20
8101,1,2025-04-30 13:27:44,25,22
8102,2,2025-04-30 13:27:44,24,20
8103,1,2025-04-30 13:27:45,25,22
8104,2,2025-04-30 13:27:45,24,20
8105,1,2025-04-30 13:27:46,25,22
8106,2,2025-04-30 13:27:46,24,20
8107,1,2025-04-30 13:27:47,25,22
8108,2,2025-04-30 13:27:47,24,20
8109,1,2025-04-30 13:27:48,25,22
8110,2,2025-04-30 13:27:48,24,20
8111,1,2025-04-30 13:27:49,25,22
8112,2,2025-04-30 13:27:49,24,20
8113,1,2025-04-30 13:27:50,25,22
8114,2,2025-04-30 13:27:50,24,20
8115,1,2025-04-30 13:27:51,25,22
8116,2,2025-04-30 13:27:51,24,20
8117,1,2025-04-30 13:27:52,25,22
8118,2,2025-04-30 13:27:52,24,20
8119,1,2025-04-30 13:27:53,25,22
8120,2,2025-04-30 13:27:53,24,20
8121,1,2025-04-30 13:27:54,25,22
8122,2,2025-04-30 13:27:54,24,20
8123,1,2025-04-30 13:27:55,25,22
8124,2,2025-04-30 13:27:55,24,20
8125,1,2025-04-30 13:27:56,25,22
8126,2,2025-04-30 13:27:56,24,20
8127,1,2025-04-30 13:27:57,25,22
8128,2,2025-04-30 13:27:57,24,20
8129,1,2025-04-30 13:27:58,25,21
8130,2,2025-04-30 13:27:58,24,20
8131,1,2025-04-30 13:27:59,25,21
8132,2,2025-04-30 13:27:59,24,20
8133,1,2025-04-30 13:28:00,25,21
8134,2,2025-04-30 13:28:00,24,20
8135,1,2025-04-30 13:28:01,25,21
8136,2,2025-04-30 13:28:01,24,20
8137,1,2025-04-30 13:28:02,25,21
8138,2,2025-04-30 13:28:02,24,20
8139,1,2025-04-30 13:28:03,25,21
8140,2,2025-04-30 13:28:03,24,20
8141,1,2025-04-30 13:28:04,25,21
8142,2,2025-04-30 13:28:04,24,20
8143,1,2025-04-30 13:28:05,25,21
8144,2,2025-04-30 13:28:05,24,20
8145,1,2025-04-30 13:28:06,25,21
8146,2,2025-04-30 13:28:06,24,20
8147,1,2025-04-30 13:28:07,25,21
8148,2,2025-04-30 13:28:07,24,20
8149,1,2025-04-30 13:28:08,25,21
8150,2,2025-04-30 13:28:08,24,20
8151,1,2025-04-30 13:28:09,25,21
8152,2,2025-04-30 13:28:09,24,20
8153,1,2025-04-30 13:28:10,25,21
8154,2,2025-04-30 13:28:10,24,20
8155,1,2025-04-30 13:28:11,25,21
8156,2,2025-04-30 13:28:11,24,20
8157,1,2025-04-30 13:28:12,25,21
8158,2,2025-04-30 13:28:12,24,20
8159,1,2025-04-30 13:28:13,25,21
8160,2,2025-04-30 13:28:13,24,20
8161,1,2025-04-30 13:28:14,25,21
8162,2,2025-04-30 13:28:14,24,20
8163,1,2025-04-30 13:28:15,25,21
8164,2,2025-04-30 13:28:15,24,20
8165,1,2025-04-30 13:28:16,25,21
8166,2,2025-04-30 13:28:16,24,20
8167,1,2025-04-30 13:28:17,25,21
8168,2,2025-04-30 13:28:17,24,20
8169,1,2025-04-30 13:28:18,25,21
8170,2,2025-04-30 13:28:18,24,20
8171,1,2025-04-30 13:28:19,25,21
8172,2,2025-04-30 13:28:19,24,20
8173,1,2025-04-30 13:28:20,25,21
8174,2,2025-04-30 13:28:20,24,20
8175,1,2025-04-30 13:28:21,25,21
8176,2,2025-04-30 13:28:21,24,20
8177,1,2025-04-30 13:28:22,25,21
8178,2,2025-04-30 13:28:22,24,20
8179,1,2025-04-30 13:28:23,25,21
8180,2,2025-04-30 13:28:23,24,20
8181,1,2025-04-30 13:28:24,25,21
8182,2,2025-04-30 13:28:24,24,20
8183,1,2025-04-30 13:28:25,25,21
8184,2,2025-04-30 13:28:25,24,20
8185,1,2025-04-30 13:28:26,25,21
8186,2,2025-04-30 13:28:26,24,20
8187,1,2025-04-30 13:28:27,25,21
8188,2,2025-04-30 13:28:27,24,20
8189,1,2025-04-30 13:28:28,25,21
8190,2,2025-04-30 13:28:28,24,20
8191,1,2025-04-30 13:28:29,25,21
8192,2,2025-04-30 13:28:29,8,20
8193,1,2025-04-30 13:28:30,25,21
8194,2,2025-04-30 13:28:30,24,20
8195,1,2025-04-30 13:28:31,25,21
8196,2,2025-04-30 13:28:31,24,20
8197,1,2025-04-30 13:28:32,25,21
8198,2,2025-04-30 13:28:32,24,20
8199,1,2025-04-30 13:28:33,25,21
8200,2,2025-04-30 13:28:33,24,20
8201,1,2025-04-30 13:28:34,25,21
8202,2,2025-04-30 13:28:34,24,20
8203,1,2025-04-30 13:28:35,25,21
8204,2,2025-04-30 13:28:35,24,20
8205,1,2025-04-30 13:28:36,25,21
8206,2,2025-04-30 13:28:36,24,20
8207,1,2025-04-30 13:28:37,25,21
8208,2,2025-04-30 13:28:37,8,20
8209,1,2025-04-30 13:28:38,25,21
8210,2,2025-04-30 13:28:38,24,20
8211,1,2025-04-30 13:28:39,25,21
8212,2,2025-04-30 13:28:39,24,20
8213,1,2025-04-30 13:28:40,25,21
8214,2,2025-04-30 13:28:40,24,20
8215,1,2025-04-30 13:28:41,25,21
8216,2,2025-04-30 13:28:41,24,20
8217,1,2025-04-30 13:28:42,25,21
8218,2,2025-04-30 13:28:42,24,20
8219,1,2025-04-30 13:28:43,25,21
8220,2,2025-04-30 13:28:43,24,20
8221,1,2025-04-30 13:28:44,25,21
8222,2,2025-04-30 13:28:44,24,20
8223,1,2025-04-30 13:28:45,25,21
8224,2,2025-04-30 13:28:45,24,20
8225,1,2025-04-30 13:28:46,25,21
8226,2,2025-04-30 13:28:46,24,20
8227,1,2025-04-30 13:28:47,25,21
8228,2,2025-04-30 13:28:47,24,20
8229,1,2025-04-30 13:28:48,25,21
8230,2,2025-04-30 13:28:48,24,20
8231,1,2025-04-30 13:28:49,25,21
8232,2,2025-04-30 13:28:49,24,20
8233,1,2025-04-30 13:28:50,25,21
8234,2,2025-04-30 13:28:50,24,20
8235,1,2025-04-30 13:28:51,25,21
8236,2,2025-04-30 13:28:51,24,20
8237,1,2025-04-30 13:28:52,25,21
8238,2,2025-04-30 13:28:52,24,20
8239,1,2025-04-30 13:28:53,25,21
8240,2,2025-04-30 13:28:53,24,20
8241,1,2025-04-30 13:28:54,25,22
8242,2,2025-04-30 13:28:54,24,20
8243,1,2025-04-30 13:28:55,25,22
8244,2,2025-04-30 13:28:55,24,20
8245,1,2025-04-30 13:28:56,25,22
8246,2,2025-04-30 13:28:56,24,20
8247,1,2025-04-30 13:28:57,25,22
8248,2,2025-04-30 13:28:57,24,20
8249,1,2025-04-30 13:28:58,25,22
8250,2,2025-04-30 13:28:59,24,20
8251,1,2025-04-30 13:29:00,25,22
8252,2,2025-04-30 13:29:00,24,20
8253,1,2025-04-30 13:29:01,25,22
8254,2,2025-04-30 13:29:01,24,20
8255,1,2025-04-30 13:29:02,25,23
8256,2,2025-04-30 13:29:02,24,20
8257,1,2025-04-30 13:29:03,25,23
8258,2,2025-04-30 13:29:03,24,20
8259,1,2025-04-30 13:29:04,25,23
8260,2,2025-04-30 13:29:04,24,20
8261,1,2025-04-30 13:29:05,25,23
8262,2,2025-04-30 13:29:05,24,20
8263,1,2025-04-30 13:29:06,25,23
8264,2,2025-04-30 13:29:06,24,20
8265,1,2025-04-30 13:29:07,25,23
8266,2,2025-04-30 13:29:07,24,20
8267,1,2025-04-30 13:29:08,25,23
8268,2,2025-04-30 13:29:08,24,20
8269,1,2025-04-30 13:29:09,25,23
8270,2,2025-04-30 13:29:09,24,20
8271,1,2025-04-30 13:29:10,25,23
8272,2,2025-04-30 13:29:10,24,20
8273,1,2025-04-30 13:29:11,25,23
8274,2,2025-04-30 13:29:11,24,20
8275,1,2025-04-30 13:29:12,25,23
8276,2,2025-04-30 13:29:12,24,20
8277,1,2025-04-30 13:29:13,25,23
8278,2,2025-04-30 13:29:13,24,20
8279,1,2025-04-30 13:29:14,25,23
8280,2,2025-04-30 13:29:14,24,20
8281,1,2025-04-30 13:29:15,25,23
8282,2,2025-04-30 13:29:15,24,20
8283,1,2025-04-30 13:29:16,25,22
8284,2,2025-04-30 13:29:16,24,20
8285,1,2025-04-30 13:29:17,25,22
8286,2,2025-04-30 13:29:17,24,20
8287,1,2025-04-30 13:29:18,25,22
8288,2,2025-04-30 13:29:18,24,20
8289,1,2025-04-30 13:29:19,25,22
8290,2,2025-04-30 13:29:19,24,20
8291,1,2025-04-30 13:29:20,25,22
8292,2,2025-04-30 13:29:20,24,20
8293,1,2025-04-30 13:29:21,25,22
8294,2,2025-04-30 13:29:21,24,20
8295,1,2025-04-30 13:29:22,25,22
8296,2,2025-04-30 13:29:22,24,20
8297,1,2025-04-30 13:29:23,25,22
8298,2,2025-04-30 13:29:23,24,20
8299,1,2025-04-30 13:29:24,25,22
8300,2,2025-04-30 13:29:24,24,20
8301,1,2025-04-30 13:29:25,25,22
8302,2,2025-04-30 13:29:25,24,20
8303,1,2025-04-30 13:29:26,25,22
8304,2,2025-04-30 13:29:26,24,20
8305,1,2025-04-30 13:29:27,25,22
8306,2,2025-04-30 13:29:27,24,20
8307,1,2025-04-30 13:29:28,25,22
8308,2,2025-04-30 13:29:28,24,20
8309,1,2025-04-30 13:29:29,25,22
8310,2,2025-04-30 13:29:29,24,20
8311,1,2025-04-30 13:29:30,25,22
8312,2,2025-04-30 13:29:30,24,20
8313,1,2025-04-30 13:29:31,25,22
8314,2,2025-04-30 13:29:31,24,20
8315,1,2025-04-30 13:29:32,25,22
8316,2,2025-04-30 13:29:32,24,20
8317,1,2025-04-30 13:29:33,25,22
8318,2,2025-04-30 13:29:33,24,20
8319,1,2025-04-30 13:29:34,25,23
8320,2,2025-04-30 13:29:34,24,20
8321,1,2025-04-30 13:29:35,25,23
8322,2,2025-04-30 13:29:35,24,20
8323,1,2025-04-30 13:29:36,25,23
8324,2,2025-04-30 13:29:36,24,20
8325,1,2025-04-30 13:29:37,9,23
8326,2,2025-04-30 13:29:37,24,20
8327,1,2025-04-30 13:29:38,25,23
8328,2,2025-04-30 13:29:38,24,20
8329,1,2025-04-30 13:29:39,25,23
8330,2,2025-04-30 13:29:39,24,20
8331,1,2025-04-30 13:29:40,25,23
8332,2,2025-04-30 13:29:40,24,21
8333,1,2025-04-30 13:29:41,25,23
8334,2,2025-04-30 13:29:41,24,21
8335,1,2025-04-30 13:29:42,25,23
8336,2,2025-04-30 13:29:42,24,21
8337,1,2025-04-30 13:29:43,25,23
8338,2,2025-04-30 13:29:43,24,21
8339,1,2025-04-30 13:29:44,25,23
8340,2,2025-04-30 13:29:44,24,21
8341,1,2025-04-30 13:29:45,25,23
8342,2,2025-04-30 13:29:45,24,21
8343,1,2025-04-30 13:29:46,25,23
8344,2,2025-04-30 13:29:46,24,21
8345,1,2025-04-30 13:29:47,25,23
8346,2,2025-04-30 13:29:47,24,21
8347,1,2025-04-30 13:29:48,25,23
8348,2,2025-04-30 13:29:48,24,21
8349,1,2025-04-30 13:29:49,25,23
8350,2,2025-04-30 13:29:49,24,21
8351,1,2025-04-30 13:29:50,25,23
8352,2,2025-04-30 13:29:50,24,21
8353,1,2025-04-30 13:29:51,25,23
8354,2,2025-04-30 13:29:51,24,21
8355,1,2025-04-30 13:29:52,25,23
8356,2,2025-04-30 13:29:52,24,21
8357,1,2025-04-30 13:29:53,25,23
8358,2,2025-04-30 13:29:53,24,21
8359,1,2025-04-30 13:29:54,25,23
8360,2,2025-04-30 13:29:54,24,21
8361,1,2025-04-30 13:29:55,25,23
8362,2,2025-04-30 13:29:55,24,21
8363,1,2025-04-30 13:29:56,25,23
8364,2,2025-04-30 13:29:56,24,21
8365,1,2025-04-30 13:29:57,25,23
8366,2,2025-04-30 13:29:57,24,21
8367,1,2025-04-30 13:29:58,25,23
8368,2,2025-04-30 13:29:58,24,21
8369,1,2025-04-30 13:29:59,25,23
8370,2,2025-04-30 13:29:59,24,21
8371,1,2025-04-30 13:30:00,25,23
8372,2,2025-04-30 13:30:00,24,21
8373,1,2025-04-30 13:30:01,25,23
8374,2,2025-04-30 13:30:01,24,21
8375,1,2025-04-30 13:30:02,25,23
8376,2,2025-04-30 13:30:02,24,21
8377,1,2025-04-30 13:30:03,25,23
8378,2,2025-04-30 13:30:03,24,21
8379,1,2025-04-30 13:30:04,25,23
8380,2,2025-04-30 13:30:04,24,21
8381,1,2025-04-30 13:30:05,25,23
8382,2,2025-04-30 13:30:05,24,21
8383,1,2025-04-30 13:30:06,25,23
8384,2,2025-04-30 13:30:06,24,21
8385,1,2025-04-30 13:30:07,25,23
8386,2,2025-04-30 13:30:07,24,20
8387,1,2025-04-30 13:30:08,25,23
8388,2,2025-04-30 13:30:08,24,20
8389,1,2025-04-30 13:30:09,25,23
8390,2,2025-04-30 13:30:09,24,20
8391,1,2025-04-30 13:30:10,25,23
8392,2,2025-04-30 13:30:10,24,20
8393,1,2025-04-30 13:30:11,25,23
8394,2,2025-04-30 13:30:11,24,20
8395,1,2025-04-30 13:30:12,25,23
8396,2,2025-04-30 13:30:12,24,20
8397,1,2025-04-30 13:30:13,25,23
8398,2,2025-04-30 13:30:13,24,20
8399,1,2025-04-30 13:30:14,25,23
8400,2,2025-04-30 13:30:14,24,20
8401,1,2025-04-30 13:30:15,25,23
8402,2,2025-04-30 13:30:15,24,20
8403,1,2025-04-30 13:30:16,25,23
8404,2,2025-04-30 13:30:16,24,20
8405,1,2025-04-30 13:30:17,25,23
8406,2,2025-04-30 13:30:17,24,20
8407,1,2025-04-30 13:30:18,25,23
8408,2,2025-04-30 13:30:18,24,20
8409,1,2025-04-30 13:30:19,25,23
8410,2,2025-04-30 13:30:19,24,20
8411,1,2025-04-30 13:30:20,25,23
8412,2,2025-04-30 13:30:20,24,20
8413,1,2025-04-30 13:30:21,25,23
8414,2,2025-04-30 13:30:21,24,20
8415,1,2025-04-30 13:30:22,25,23
8416,2,2025-04-30 13:30:22,24,20
8417,1,2025-04-30 13:30:23,25,23
8418,2,2025-04-30 13:30:23,24,20
8419,1,2025-04-30 13:30:24,25,23
8420,2,2025-04-30 13:30:24,24,20
8421,1,2025-04-30 13:30:25,25,23
8422,2,2025-04-30 13:30:25,24,20
8423,1,2025-04-30 13:30:26,25,23
8424,2,2025-04-30 13:30:26,24,20
8425,1,2025-04-30 13:30:27,25,23
8426,2,2025-04-30 13:30:27,24,20
8427,1,2025-04-30 13:30:28,25,23
8428,2,2025-04-30 13:30:28,24,20
8429,1,2025-04-30 13:30:29,25,23
8430,2,2025-04-30 13:30:29,24,20
8431,1,2025-04-30 13:30:30,25,23
8432,2,2025-04-30 13:30:30,24,20
8433,1,2025-04-30 13:30:31,25,23
8434,2,2025-04-30 13:30:31,24,20
8435,1,2025-04-30 13:30:32,25,23
8436,2,2025-04-30 13:30:32,24,20
8437,1,2025-04-30 13:30:33,25,23
8438,2,2025-04-30 13:30:33,24,20
8439,1,2025-04-30 13:30:34,25,23
8440,2,2025-04-30 13:30:34,24,20
8441,1,2025-04-30 13:30:35,25,23
8442,2,2025-04-30 13:30:35,24,20
8443,1,2025-04-30 13:30:36,25,23
8444,2,2025-04-30 13:30:36,24,20
8445,1,2025-04-30 13:30:37,25,23
8446,2,2025-04-30 13:30:37,24,20
8447,1,2025-04-30 13:30:38,25,23
8448,2,2025-04-30 13:30:38,24,20
8449,1,2025-04-30 13:30:39,25,23
8450,2,2025-04-30 13:30:39,24,20
8451,1,2025-04-30 13:30:40,25,23
8452,2,2025-04-30 13:30:40,24,20
8453,1,2025-04-30 13:30:41,25,23
8454,2,2025-04-30 13:30:41,24,20
8455,1,2025-04-30 13:30:42,25,23
8456,2,2025-04-30 13:30:42,24,20
8457,1,2025-04-30 13:30:43,25,23
8458,2,2025-04-30 13:30:43,24,20
8459,1,2025-04-30 13:30:44,25,23
8460,2,2025-04-30 13:30:44,24,20
8461,1,2025-04-30 13:30:45,25,23
8462,2,2025-04-30 13:30:46,24,20
8463,1,2025-04-30 13:30:47,25,23
8464,2,2025-04-30 13:30:47,24,20
8465,1,2025-04-30 13:30:48,25,23
8466,2,2025-04-30 13:30:48,24,20
8467,1,2025-04-30 13:30:49,25,23
8468,2,2025-04-30 13:30:49,24,20
8469,1,2025-04-30 13:30:50,25,23
8470,2,2025-04-30 13:30:50,24,20
8471,1,2025-04-30 13:30:51,25,23
8472,2,2025-04-30 13:30:51,24,20
8473,1,2025-04-30 13:30:52,25,23
