idx,sensor_id,measured_at,temperature,humidity
1,1,2025-04-29 19:19:18,23,36
2,2,2025-04-29 19:19:18,23,19
3,1,2025-04-29 19:19:19,23,36
4,2,2025-04-29 19:19:19,23,19
5,1,2025-04-29 19:19:20,23,36
6,2,2025-04-29 19:19:20,23,19
7,1,2025-04-29 19:19:21,23,36
8,2,2025-04-29 19:19:21,23,19
9,1,2025-04-29 19:19:22,23,36
10,2,2025-04-29 19:19:22,23,19
11,1,2025-04-29 19:19:24,23,36
12,2,2025-04-29 19:19:24,23,19
13,1,2025-04-29 19:19:25,23,36
14,2,2025-04-29 19:19:25,23,19
15,1,2025-04-29 19:19:26,23,36
16,2,2025-04-29 19:19:26,23,19
17,1,2025-04-29 19:19:27,23,36
18,2,2025-04-29 19:19:27,23,19
19,1,2025-04-29 19:19:28,23,36
20,2,2025-04-29 19:19:28,23,19
