idx,sensor_id,measured_at,temperature,humidity
17001,1,2025-04-30 14:42:39,24,24
17002,2,2025-04-30 14:42:39,23,24
17003,1,2025-04-30 14:42:40,24,24
17004,2,2025-04-30 14:42:40,23,24
17005,1,2025-04-30 14:42:41,24,24
17006,2,2025-04-30 14:42:41,23,24
17007,1,2025-04-30 14:42:42,24,24
17008,2,2025-04-30 14:42:42,23,24
17009,1,2025-04-30 14:42:43,24,24
17010,2,2025-04-30 14:42:43,23,24
17011,1,2025-04-30 14:42:44,24,24
17012,2,2025-04-30 14:42:44,23,24
17013,1,2025-04-30 14:42:45,24,24
17014,2,2025-04-30 14:42:45,23,24
17015,1,2025-04-30 14:42:46,24,24
17016,2,2025-04-30 14:42:46,23,24
17017,1,2025-04-30 14:42:47,24,24
17018,2,2025-04-30 14:42:47,23,24
17019,1,2025-04-30 14:42:48,24,24
17020,2,2025-04-30 14:42:48,23,24
17021,1,2025-04-30 14:42:49,24,24
17022,2,2025-04-30 14:42:49,23,24
17023,1,2025-04-30 14:42:50,24,24
17024,2,2025-04-30 14:42:50,23,24
17025,1,2025-04-30 14:42:51,24,24
17026,2,2025-04-30 14:42:51,23,24
17027,1,2025-04-30 14:42:52,24,24
17028,2,2025-04-30 14:42:52,23,24
17029,1,2025-04-30 14:42:53,0,0
17030,2,2025-04-30 14:42:53,0,0
17031,1,2025-04-30 14:42:54,0,0
17032,2,2025-04-30 14:42:54,0,0
17033,1,2025-04-30 14:42:55,0,0
17034,2,2025-04-30 14:42:55,0,0
17035,1,2025-04-30 14:42:56,0,0
17036,2,2025-04-30 14:42:56,0,0
17037,1,2025-04-30 14:42:57,0,0
17038,2,2025-04-30 14:42:57,0,0
17039,1,2025-04-30 14:42:58,0,0
17040,2,2025-04-30 14:42:58,0,0
17041,1,2025-04-30 14:42:59,0,0
17042,2,2025-04-30 14:42:59,0,0
17043,1,2025-04-30 14:43:00,0,0
17044,2,2025-04-30 14:43:00,0,0
17045,1,2025-04-30 14:43:01,0,0
17046,2,2025-04-30 14:43:01,0,0
17047,1,2025-04-30 14:43:02,0,0
17048,2,2025-04-30 14:43:02,0,0
17049,1,2025-04-30 14:43:03,0,0
17050,2,2025-04-30 14:43:03,0,0
17051,1,2025-04-30 14:43:04,0,0
17052,2,2025-04-30 14:43:04,0,0
17053,1,2025-04-30 14:43:05,0,0
17054,2,2025-04-30 14:43:05,0,0
17055,1,2025-04-30 14:43:06,0,0
17056,2,2025-04-30 14:43:06,0,0
17057,1,2025-04-30 14:43:07,0,0
17058,2,2025-04-30 14:43:07,0,0
17059,1,2025-04-30 14:43:08,0,0
